symbol,trade_date,entry_time,or_high,or_low,or_range_pct,entry,sl,tp,quantity,position_value,risk_amount,exit_time,exit_price,exit_reason,pnl_rupees,r_multiple,gap_pct
CANFINHOME,2026-06-22,2026-06-22 14:15:00,894.5,880.0,1.65,894.5,880.0,916.25,111,99289.5,1609.5,2026-06-22 15:15:00,892.65,EOD_EXIT,-205.35,-0.13,0.3
CANHLIFE,2026-05-05,2026-05-05 11:15:00,145.41,141.93,2.45,145.41,141.93,150.63,687,99896.67,2390.76,2026-05-05 15:15:00,144.51,EOD_EXIT,-618.3,-0.26,-0.74
CANHLIFE,2026-05-07,2026-05-07 10:15:00,142.3,140.88,1.01,142.3,140.88,144.43,702,99894.6,996.84,2026-05-07 15:15:00,142.42,EOD_EXIT,84.24,0.08,0.41
CANHLIFE,2026-06-09,2026-06-09 14:15:00,140.24,137.61,1.91,140.24,137.61,144.19,713,99991.12,1875.19,2026-06-09 15:15:00,139.36,EOD_EXIT,-627.44,-0.33,-0.1
CANHLIFE,2026-06-10,2026-06-10 11:15:00,140.99,138.31,1.94,140.99,138.31,145.01,709,99961.91,1900.12,2026-06-10 15:15:00,141.34,EOD_EXIT,248.15,0.13,0.0
CANHLIFE,2026-07-01,2026-07-01 13:15:00,140.71,138.27,1.76,140.71,138.27,144.37,710,99904.1,1732.4,2026-07-01 15:15:00,140.11,EOD_EXIT,-426.0,-0.25,-0.61
CAPLIPOINT,2026-05-14,2026-05-14 13:15:00,1855.0,1828.3,1.46,1855.0,1828.3,1895.05,53,98315.0,1415.1,2026-05-14 14:15:00,1895.05,TP_HIT,2122.65,1.5,0.39
CAPLIPOINT,2026-05-19,2026-05-19 11:15:00,2032.7,1987.3,2.28,2032.7,1987.3,2100.8,49,99602.3,2224.6,2026-05-19 15:15:00,2038.6,EOD_EXIT,289.1,0.13,0.06
CAPLIPOINT,2026-05-22,2026-05-22 10:15:00,2043.9,2013.0,1.54,2043.9,2013.0,2090.25,48,98107.2,1483.2,2026-05-22 15:15:00,2033.3,EOD_EXIT,-508.8,-0.34,0.0
CAPLIPOINT,2026-05-29,2026-05-29 10:15:00,2053.6,2023.0,1.51,2053.6,2023.0,2099.5,48,98572.8,1468.8,2026-05-29 14:15:00,2023.0,SL_HIT,-1468.8,-1.0,-0.01
CAPLIPOINT,2026-06-04,2026-06-04 13:15:00,2002.4,1950.0,2.69,2002.4,1950.0,2081.0,47,94112.8,2462.8,2026-06-04 15:15:00,2019.1,EOD_EXIT,784.9,0.32,-1.16
CAPLIPOINT,2026-06-09,2026-06-09 10:15:00,2165.0,2121.3,2.06,2165.0,2121.3,2230.55,46,99590.0,2010.2,2026-06-09 12:15:00,2230.55,TP_HIT,3015.3,1.5,0.54
CAPLIPOINT,2026-06-19,2026-06-19 12:15:00,2409.9,2342.1,2.89,2409.9,2342.1,2511.6,36,86756.4,2440.8,2026-06-19 15:15:00,2505.0,EOD_EXIT,3423.6,1.4,-0.57
CGCL,2026-05-14,2026-05-14 11:15:00,185.9,183.0,1.58,185.9,183.0,190.25,537,99828.3,1557.3,2026-05-14 12:15:00,190.25,TP_HIT,2335.95,1.5,0.57
CGCL,2026-05-19,2026-05-19 10:15:00,187.78,184.92,1.55,187.78,184.92,192.07,532,99898.96,1521.52,2026-05-19 11:15:00,184.92,SL_HIT,-1521.52,-1.0,0.5
CGCL,2026-05-22,2026-05-22 10:15:00,188.39,183.96,2.41,188.39,183.96,195.03,530,99846.7,2347.9,2026-05-22 15:15:00,190.82,EOD_EXIT,1287.9,0.55,0.0
CGCL,2026-05-26,2026-05-26 10:15:00,192.5,188.63,2.05,192.5,188.63,198.31,519,99907.5,2008.53,2026-05-26 15:15:00,190.13,EOD_EXIT,-1230.03,-0.61,0.0
CGCL,2026-06-12,2026-06-12 14:15:00,201.5,199.05,1.23,201.5,199.05,205.17,496,99944.0,1215.2,2026-06-12 15:15:00,208.17,EOD_EXIT,3308.32,2.72,0.81
CGCL,2026-06-19,2026-06-19 10:15:00,224.8,218.53,2.87,224.8,218.53,234.21,398,89470.4,2495.46,2026-06-19 15:15:00,222.0,EOD_EXIT,-1114.4,-0.45,-0.36
CGCL,2026-06-30,2026-06-30 10:15:00,219.8,216.32,1.61,219.8,216.32,225.02,454,99789.2,1579.92,2026-06-30 11:15:00,225.02,TP_HIT,2369.88,1.5,0.23
CGCL,2026-07-03,2026-07-03 14:15:00,230.5,226.23,1.89,230.5,226.23,236.91,433,99806.5,1848.91,2026-07-03 15:15:00,233.72,EOD_EXIT,1394.26,0.75,0.94
CARBORUNIV,2026-05-08,2026-05-08 13:15:00,1010.0,1001.0,0.9,1010.0,1001.0,1023.5,99,99990.0,891.0,2026-05-08 14:15:00,1023.5,TP_HIT,1336.5,1.5,0.0
CARBORUNIV,2026-05-13,2026-05-13 13:15:00,1015.7,1000.0,1.57,1015.7,1000.0,1039.25,98,99538.6,1538.6,2026-05-13 15:15:00,1030.0,EOD_EXIT,1401.4,0.91,-0.06
CARBORUNIV,2026-05-29,2026-05-29 10:15:00,1053.5,1035.2,1.77,1053.5,1035.2,1080.95,94,99029.0,1720.2,2026-05-29 11:15:00,1080.95,TP_HIT,2580.3,1.5,0.02
CARBORUNIV,2026-06-01,2026-06-01 10:15:00,1029.8,1019.0,1.06,1029.8,1019.0,1046.0,97,99890.6,1047.6,2026-06-01 15:15:00,1030.4,EOD_EXIT,58.2,0.06,-0.98
CARBORUNIV,2026-06-04,2026-06-04 11:15:00,1024.4,1008.0,1.63,1024.4,1008.0,1049.0,97,99366.8,1590.8,2026-06-04 14:15:00,1008.0,SL_HIT,-1590.8,-1.0,0.0
CARBORUNIV,2026-06-11,2026-06-11 10:15:00,1025.9,1005.1,2.07,1025.9,1005.1,1057.1,97,99512.3,2017.6,2026-06-11 14:15:00,1005.1,SL_HIT,-2017.6,-1.0,0.52
CARBORUNIV,2026-06-12,2026-06-12 11:15:00,1015.0,996.0,1.91,1015.0,996.0,1043.5,98,99470.0,1862.0,2026-06-12 13:15:00,1043.5,TP_HIT,2793.0,1.5,0.42
CARBORUNIV,2026-06-29,2026-06-29 12:15:00,1172.2,1138.3,2.98,1172.2,1138.3,1223.05,73,85570.6,2474.7,2026-06-29 15:15:00,1186.4,EOD_EXIT,1036.6,0.42,-0.1
CASTROLIND,2026-05-06,2026-05-06 14:15:00,186.4,185.1,0.7,186.4,185.1,188.35,536,99910.4,696.8,2026-05-06 15:15:00,186.1,EOD_EXIT,-160.8,-0.23,0.61
CASTROLIND,2026-05-27,2026-05-27 10:15:00,185.0,183.83,0.64,185.0,183.83,186.75,540,99900.0,631.8,2026-05-27 15:15:00,185.37,EOD_EXIT,199.8,0.32,0.23
CASTROLIND,2026-06-24,2026-06-24 10:15:00,187.8,185.56,1.21,187.8,185.56,191.16,532,99909.6,1191.68,2026-06-24 15:15:00,187.8,EOD_EXIT,0.0,0.0,0.0
CEATLTD,2026-07-01,2026-07-01 13:15:00,3544.0,3459.6,2.44,3544.0,3459.6,3670.6,28,99232.0,2363.2,2026-07-01 15:15:00,3635.3,EOD_EXIT,2556.4,1.08,0.5
CEMPRO,2026-06-30,2026-06-30 14:15:00,1275.0,1245.9,2.34,1275.0,1245.9,1318.65,78,99450.0,2269.8,2026-06-30 15:15:00,1297.8,EOD_EXIT,1778.4,0.78,0.3
CENTRALBK,2026-05-07,2026-05-07 11:15:00,37.0,36.64,0.98,37.0,36.64,37.54,2702,99974.0,972.72,2026-05-07 15:15:00,37.21,EOD_EXIT,567.42,0.58,0.46
CDSL,2026-06-17,2026-06-17 13:15:00,1273.0,1266.0,0.55,1273.0,1266.0,1283.5,78,99294.0,546.0,2026-06-17 14:15:00,1283.5,TP_HIT,819.0,1.5,0.47
CHALET,2026-06-24,2026-06-24 14:15:00,825.0,810.9,1.74,825.0,810.9,846.15,121,99825.0,1706.1,2026-06-24 15:15:00,828.8,EOD_EXIT,459.8,0.27,0.1
CHALET,2026-07-02,2026-07-02 11:15:00,826.95,819.65,0.89,826.95,819.65,837.9,120,99234.0,876.0,2026-07-02 14:15:00,837.9,TP_HIT,1314.0,1.5,0.02
CHAMBLFERT,2026-05-26,2026-05-26 10:15:00,472.5,461.9,2.29,472.5,461.9,488.4,211,99697.5,2236.6,2026-05-26 15:15:00,478.0,EOD_EXIT,1160.5,0.52,0.44
CHAMBLFERT,2026-06-16,2026-06-16 11:15:00,479.7,474.2,1.16,479.7,474.2,487.95,208,99777.6,1144.0,2026-06-16 12:15:00,487.95,TP_HIT,1716.0,1.5,1.0
CHAMBLFERT,2026-06-22,2026-06-22 10:15:00,487.0,480.8,1.29,487.0,480.8,496.3,205,99835.0,1271.0,2026-06-22 15:15:00,488.25,EOD_EXIT,256.25,0.2,0.35
CHOICEIN,2026-06-15,2026-06-15 10:15:00,697.0,685.0,1.75,697.0,685.0,715.0,143,99671.0,1716.0,2026-06-15 15:15:00,701.15,EOD_EXIT,593.45,0.35,1.71
CHOICEIN,2026-06-24,2026-06-24 10:15:00,711.35,706.05,0.75,711.35,706.05,719.3,140,99589.0,742.0,2026-06-24 15:15:00,711.4,EOD_EXIT,7.0,0.01,0.1
CHOLAFIN,2026-05-08,2026-05-08 14:15:00,1688.2,1672.1,0.96,1688.2,1672.1,1712.35,59,99603.8,949.9,2026-05-08 15:15:00,1673.2,EOD_EXIT,-885.0,-0.93,-0.07
CHOLAFIN,2026-06-22,2026-06-22 11:15:00,1716.5,1694.9,1.27,1716.5,1694.9,1748.9,58,99557.0,1252.8,2026-06-22 15:15:00,1720.6,EOD_EXIT,237.8,0.19,0.09
CHOLAFIN,2026-06-23,2026-06-23 13:15:00,1738.0,1714.8,1.35,1738.0,1714.8,1772.8,57,99066.0,1322.4,2026-06-23 15:15:00,1722.1,EOD_EXIT,-906.3,-0.69,0.06
CHOLAFIN,2026-06-24,2026-06-24 11:15:00,1750.0,1721.0,1.69,1750.0,1721.0,1793.5,57,99750.0,1653.0,2026-06-24 13:15:00,1793.5,TP_HIT,2479.5,1.5,-0.17
CHOLAFIN,2026-06-30,2026-06-30 14:15:00,1788.2,1770.0,1.03,1788.2,1770.0,1815.5,55,98351.0,1001.0,2026-06-30 15:15:00,1789.6,EOD_EXIT,77.0,0.08,0.49
CIPLA,2026-05-06,2026-05-06 10:15:00,1343.0,1333.1,0.74,1343.0,1333.1,1357.85,74,99382.0,732.6,2026-05-06 11:15:00,1357.85,TP_HIT,1098.9,1.5,0.47
CIPLA,2026-05-07,2026-05-07 10:15:00,1374.0,1366.0,0.59,1374.0,1366.0,1386.0,72,98928.0,576.0,2026-05-07 11:15:00,1366.0,SL_HIT,-576.0,-1.0,0.41
CIPLA,2026-05-25,2026-05-25 14:15:00,1407.9,1398.5,0.67,1407.9,1398.5,1422.0,71,99960.9,667.4,2026-05-25 15:15:00,1413.3,EOD_EXIT,383.4,0.57,0.49
CIPLA,2026-06-23,2026-06-23 10:15:00,1449.0,1418.8,2.13,1449.0,1418.8,1494.3,69,99981.0,2083.8,2026-06-23 15:15:00,1432.7,EOD_EXIT,-1124.7,-0.54,0.5
CIPLA,2026-06-25,2026-06-25 14:15:00,1448.6,1437.0,0.81,1448.6,1437.0,1466.0,69,99953.4,800.4,2026-06-25 15:15:00,1440.7,EOD_EXIT,-545.1,-0.68,0.7
CUB,2026-06-18,2026-06-18 14:15:00,200.5,197.5,1.52,200.5,197.5,205.0,498,99849.0,1494.0,2026-06-18 15:15:00,198.25,EOD_EXIT,-1120.5,-0.75,-0.17
CUB,2026-06-23,2026-06-23 10:15:00,198.8,196.25,1.3,198.8,196.25,202.63,503,99996.4,1282.65,2026-06-23 13:15:00,196.25,SL_HIT,-1282.65,-1.0,0.0
CUB,2026-06-24,2026-06-24 13:15:00,201.25,197.05,2.13,201.25,197.05,207.55,496,99820.0,2083.2,2026-06-24 15:15:00,204.5,EOD_EXIT,1612.0,0.77,0.61
CUB,2026-06-29,2026-06-29 14:15:00,203.75,199.2,2.28,203.75,199.2,210.58,490,99837.5,2229.5,2026-06-29 15:15:00,200.3,EOD_EXIT,-1690.5,-0.76,0.45
CUB,2026-07-01,2026-07-01 14:15:00,210.5,206.71,1.83,210.5,206.71,216.19,475,99987.5,1800.25,2026-07-01 15:15:00,217.14,EOD_EXIT,3154.0,1.75,-0.29
CLEAN,2026-05-06,2026-05-06 11:15:00,835.0,822.4,1.53,835.0,822.4,853.9,119,99365.0,1499.4,2026-05-06 14:15:00,853.9,TP_HIT,2249.1,1.5,1.19
COALINDIA,2026-05-07,2026-05-07 12:15:00,472.4,466.0,1.37,472.4,466.0,482.0,211,99676.4,1350.4,2026-05-07 13:15:00,466.0,SL_HIT,-1350.4,-1.0,0.0
COALINDIA,2026-05-26,2026-05-26 10:15:00,466.55,458.0,1.87,466.55,458.0,479.38,214,99841.7,1829.7,2026-05-26 14:15:00,458.0,SL_HIT,-1829.7,-1.0,0.0
COALINDIA,2026-06-04,2026-06-04 11:15:00,476.6,472.85,0.79,476.6,472.85,482.23,209,99609.4,783.75,2026-06-04 12:15:00,482.23,TP_HIT,1176.67,1.5,0.15
COALINDIA,2026-06-17,2026-06-17 11:15:00,451.5,448.65,0.64,451.5,448.65,455.78,221,99781.5,629.85,2026-06-17 12:15:00,455.78,TP_HIT,945.88,1.5,-0.01
COALINDIA,2026-06-29,2026-06-29 11:15:00,438.95,435.4,0.82,438.95,435.4,444.27,227,99641.65,805.85,2026-06-29 14:15:00,444.27,TP_HIT,1207.64,1.5,0.06
COFORGE,2026-05-26,2026-05-26 14:15:00,1409.9,1395.1,1.06,1409.9,1395.1,1432.1,70,98693.0,1036.0,2026-05-26 15:15:00,1422.0,EOD_EXIT,847.0,0.82,0.14
COHANCE,2026-06-01,2026-06-01 10:15:00,438.2,430.4,1.81,438.2,430.4,449.9,228,99909.6,1778.4,2026-06-01 14:15:00,430.4,SL_HIT,-1778.4,-1.0,-0.1
COLPAL,2026-05-08,2026-05-08 14:15:00,2178.0,2157.3,0.96,2178.0,2157.3,2209.05,45,98010.0,931.5,2026-05-08 15:15:00,2197.3,EOD_EXIT,868.5,0.93,-0.27
COLPAL,2026-05-18,2026-05-18 14:15:00,2150.0,2113.6,1.72,2150.0,2113.6,2204.6,46,98900.0,1674.4,2026-05-18 15:15:00,2152.2,EOD_EXIT,101.2,0.06,-0.46
COLPAL,2026-05-19,2026-05-19 10:15:00,2180.8,2152.0,1.34,2180.8,2152.0,2224.0,45,98136.0,1296.0,2026-05-19 15:15:00,2186.4,EOD_EXIT,252.0,0.19,0.04
CAMS,2026-05-29,2026-05-29 10:15:00,796.8,780.1,2.14,796.8,780.1,821.85,125,99600.0,2087.5,2026-05-29 15:15:00,791.65,EOD_EXIT,-643.75,-0.31,0.12
CAMS,2026-06-12,2026-06-12 14:15:00,741.15,733.0,1.11,741.15,733.0,753.38,134,99314.1,1092.1,2026-06-12 15:15:00,757.0,EOD_EXIT,2123.9,1.94,1.57
CAMS,2026-06-17,2026-06-17 11:15:00,799.2,790.5,1.1,799.2,790.5,812.25,125,99900.0,1087.5,2026-06-17 12:15:00,812.25,TP_HIT,1631.25,1.5,0.35
CAMS,2026-06-18,2026-06-18 10:15:00,821.85,807.0,1.84,821.85,807.0,844.12,121,99443.85,1796.85,2026-06-18 15:15:00,833.8,EOD_EXIT,1445.95,0.8,0.97
CONCORDBIO,2026-06-19,2026-06-19 11:15:00,1350.2,1336.0,1.06,1350.2,1336.0,1371.5,74,99914.8,1050.8,2026-06-19 12:15:00,1336.0,SL_HIT,-1050.8,-1.0,-0.85
CONCOR,2026-05-06,2026-05-06 14:15:00,523.95,519.45,0.87,523.95,519.45,530.7,190,99550.5,855.0,2026-05-06 15:15:00,524.05,EOD_EXIT,19.0,0.02,0.76
CONCOR,2026-05-07,2026-05-07 13:15:00,527.0,523.0,0.76,527.0,523.0,533.0,189,99603.0,756.0,2026-05-07 15:15:00,526.65,EOD_EXIT,-66.15,-0.09,0.53
CONCOR,2026-05-13,2026-05-13 11:15:00,520.55,512.6,1.55,520.55,512.6,532.47,192,99945.6,1526.4,2026-05-13 15:15:00,520.35,EOD_EXIT,-38.4,-0.03,-0.66
CONCOR,2026-05-20,2026-05-20 14:15:00,502.3,496.3,1.21,502.3,496.3,511.3,199,99957.7,1194.0,2026-05-20 15:15:00,505.35,EOD_EXIT,606.95,0.51,-1.01
CONCOR,2026-07-03,2026-07-03 11:15:00,486.3,479.3,1.46,486.3,479.3,496.8,205,99691.5,1435.0,2026-07-03 15:15:00,488.15,EOD_EXIT,379.25,0.26,0.53
COROMANDEL,2026-06-23,2026-06-23 14:15:00,1999.9,1982.0,0.9,1999.9,1982.0,2026.75,50,99995.0,895.0,2026-06-23 15:15:00,1988.2,EOD_EXIT,-585.0,-0.65,0.22
COROMANDEL,2026-06-25,2026-06-25 14:15:00,1998.8,1980.0,0.95,1998.8,1980.0,2027.0,50,99940.0,940.0,2026-06-25 15:15:00,2000.1,EOD_EXIT,65.0,0.07,0.78
COROMANDEL,2026-06-30,2026-06-30 14:15:00,1974.4,1918.0,2.94,1974.4,1918.0,2059.0,44,86873.6,2481.6,2026-06-30 15:15:00,1997.4,EOD_EXIT,1012.0,0.41,0.31
COROMANDEL,2026-07-02,2026-07-02 10:15:00,2008.0,1974.3,1.71,2008.0,1974.3,2058.55,49,98392.0,1651.3,2026-07-02 15:15:00,2005.0,EOD_EXIT,-147.0,-0.09,0.47
CRAFTSMAN,2026-05-05,2026-05-05 14:15:00,7699.5,7635.0,0.84,7699.5,7635.0,7796.25,12,92394.0,774.0,2026-05-05 15:15:00,7743.5,EOD_EXIT,528.0,0.68,0.0
CRAFTSMAN,2026-05-07,2026-05-07 11:15:00,7835.0,7751.5,1.08,7835.0,7751.5,7960.25,12,94020.0,1002.0,2026-05-07 12:15:00,7960.25,TP_HIT,1503.0,1.5,0.65
CRAFTSMAN,2026-05-20,2026-05-20 13:15:00,8536.0,8422.5,1.35,8536.0,8422.5,8706.25,11,93896.0,1248.5,2026-05-20 15:15:00,8584.5,EOD_EXIT,533.5,0.43,-0.46
CRAFTSMAN,2026-06-05,2026-06-05 11:15:00,9258.0,9161.0,1.06,9258.0,9161.0,9403.5,10,92580.0,970.0,2026-06-05 12:15:00,9161.0,SL_HIT,-970.0,-1.0,0.29
CRAFTSMAN,2026-06-17,2026-06-17 11:15:00,9479.5,9336.5,1.53,9479.5,9336.5,9694.0,10,94795.0,1430.0,2026-06-17 15:15:00,9500.0,EOD_EXIT,205.0,0.14,0.79
CREDITACC,2026-05-19,2026-05-19 11:15:00,1309.0,1289.1,1.54,1309.0,1289.1,1338.85,76,99484.0,1512.4,2026-05-19 15:15:00,1312.0,EOD_EXIT,228.0,0.15,-0.68
CREDITACC,2026-05-25,2026-05-25 11:15:00,1315.0,1284.7,2.36,1315.0,1284.7,1360.45,76,99940.0,2302.8,2026-05-25 15:15:00,1304.1,EOD_EXIT,-828.4,-0.36,1.05
CREDITACC,2026-06-01,2026-06-01 10:15:00,1319.9,1295.5,1.88,1319.9,1295.5,1356.5,75,98992.5,1830.0,2026-06-01 15:15:00,1314.7,EOD_EXIT,-390.0,-0.21,0.0
CREDITACC,2026-06-12,2026-06-12 13:15:00,1284.0,1268.0,1.26,1284.0,1268.0,1308.0,77,98868.0,1232.0,2026-06-12 14:15:00,1308.0,TP_HIT,1848.0,1.5,1.31
CREDITACC,2026-06-24,2026-06-24 11:15:00,1382.0,1354.1,2.06,1382.0,1354.1,1423.85,72,99504.0,2008.8,2026-06-24 12:15:00,1423.85,TP_HIT,3013.2,1.5,0.74
CREDITACC,2026-06-30,2026-06-30 11:15:00,1467.0,1432.1,2.44,1467.0,1432.1,1519.35,68,99756.0,2373.2,2026-06-30 15:15:00,1489.2,EOD_EXIT,1509.6,0.64,0.5
CROMPTON,2026-05-08,2026-05-08 12:15:00,294.8,289.5,1.83,294.8,289.5,302.75,339,99937.2,1796.7,2026-05-08 15:15:00,292.8,EOD_EXIT,-678.0,-0.38,0.05
CROMPTON,2026-05-15,2026-05-15 10:15:00,292.2,284.0,2.89,292.2,284.0,304.5,304,88828.8,2492.8,2026-05-15 14:15:00,304.5,TP_HIT,3739.2,1.5,0.02
CROMPTON,2026-05-29,2026-05-29 11:15:00,290.8,287.5,1.15,290.8,287.5,295.75,343,99744.4,1131.9,2026-05-29 12:15:00,287.5,SL_HIT,-1131.9,-1.0,-0.09
CROMPTON,2026-06-22,2026-06-22 10:15:00,279.2,274.6,1.68,279.2,274.6,286.1,358,99953.6,1646.8,2026-06-22 15:15:00,276.15,EOD_EXIT,-1091.9,-0.66,0.45
CUMMINSIND,2026-05-07,2026-05-07 14:15:00,5376.0,5329.0,0.88,5376.0,5329.0,5446.5,18,96768.0,846.0,2026-05-07 15:15:00,5404.5,EOD_EXIT,513.0,0.61,0.53
CUMMINSIND,2026-05-13,2026-05-13 11:15:00,5231.0,5147.5,1.62,5231.0,5147.5,5356.25,19,99389.0,1586.5,2026-05-13 15:15:00,5216.5,EOD_EXIT,-275.5,-0.17,0.19
CUMMINSIND,2026-05-26,2026-05-26 14:15:00,5408.0,5359.0,0.91,5408.0,5359.0,5481.5,18,97344.0,882.0,2026-05-26 15:15:00,5418.0,EOD_EXIT,180.0,0.2,-0.41
CUMMINSIND,2026-05-27,2026-05-27 14:15:00,5537.0,5402.5,2.49,5537.0,5402.5,5738.75,18,99666.0,2421.0,2026-05-27 15:15:00,6005.0,EOD_EXIT,8424.0,3.48,-0.08
CUMMINSIND,2026-06-02,2026-06-02 14:15:00,5716.5,5607.0,1.95,5716.5,5607.0,5880.75,17,97180.5,1861.5,2026-06-02 15:15:00,5708.5,EOD_EXIT,-136.0,-0.07,-0.27
CUMMINSIND,2026-06-15,2026-06-15 14:15:00,5700.0,5630.0,1.24,5700.0,5630.0,5805.0,17,96900.0,1190.0,2026-06-15 15:15:00,5750.0,EOD_EXIT,850.0,0.71,1.4
CUMMINSIND,2026-06-17,2026-06-17 14:15:00,5784.0,5725.0,1.03,5784.0,5725.0,5872.5,17,98328.0,1003.0,2026-06-17 15:15:00,5836.0,EOD_EXIT,884.0,0.88,0.6
CUMMINSIND,2026-06-25,2026-06-25 14:15:00,5665.5,5550.5,2.07,5665.5,5550.5,5838.0,17,96313.5,1955.0,2026-06-25 15:15:00,5642.5,EOD_EXIT,-391.0,-0.2,0.0
CUMMINSIND,2026-06-30,2026-06-30 13:15:00,5631.0,5547.0,1.51,5631.0,5547.0,5757.0,17,95727.0,1428.0,2026-06-30 15:15:00,5650.5,EOD_EXIT,331.5,0.23,0.74
DCMSHRIRAM,2026-05-11,2026-05-11 11:15:00,1229.7,1206.6,1.91,1229.7,1206.6,1264.35,81,99605.7,1871.1,2026-05-11 12:15:00,1264.35,TP_HIT,2806.65,1.5,-0.17
DLF,2026-06-23,2026-06-23 10:15:00,632.5,624.5,1.28,632.5,624.5,644.5,158,99935.0,1264.0,2026-06-23 11:15:00,624.5,SL_HIT,-1264.0,-1.0,-0.1
DLF,2026-06-30,2026-06-30 14:15:00,616.9,608.65,1.36,616.9,608.65,629.27,162,99937.8,1336.5,2026-06-30 15:15:00,620.6,EOD_EXIT,599.4,0.45,-0.07
DLF,2026-07-01,2026-07-01 10:15:00,623.95,618.0,0.96,623.95,618.0,632.88,160,99832.0,952.0,2026-07-01 11:15:00,632.88,TP_HIT,1428.8,1.5,0.06
DLF,2026-07-03,2026-07-03 11:15:00,665.75,656.6,1.39,665.75,656.6,679.47,150,99862.5,1372.5,2026-07-03 15:15:00,675.1,EOD_EXIT,1402.5,1.02,0.46
DOMS,2026-06-16,2026-06-16 10:15:00,2292.9,2240.0,2.36,2292.9,2240.0,2372.25,43,98594.7,2274.7,2026-06-16 15:15:00,2311.4,EOD_EXIT,795.5,0.35,0.44
DOMS,2026-06-30,2026-06-30 11:15:00,2281.1,2231.1,2.24,2281.1,2231.1,2356.1,43,98087.3,2150.0,2026-06-30 15:15:00,2311.5,EOD_EXIT,1307.2,0.61,0.0
DEEPAKFERT,2026-05-07,2026-05-07 10:15:00,1301.8,1281.0,1.62,1301.8,1281.0,1333.0,76,98936.8,1580.8,2026-05-07 11:15:00,1333.0,TP_HIT,2371.2,1.5,0.29
DEEPAKFERT,2026-05-22,2026-05-22 10:15:00,1425.0,1386.9,2.75,1425.0,1386.9,1482.15,65,92625.0,2476.5,2026-05-22 13:15:00,1482.15,TP_HIT,3714.75,1.5,0.82
DEEPAKFERT,2026-06-12,2026-06-12 10:15:00,1552.4,1511.1,2.73,1552.4,1511.1,1614.35,60,93144.0,2478.0,2026-06-12 15:15:00,1554.6,EOD_EXIT,132.0,0.05,1.49
DEEPAKFERT,2026-07-02,2026-07-02 14:15:00,1629.3,1601.6,1.73,1629.3,1601.6,1670.85,61,99387.3,1689.7,2026-07-02 15:15:00,1666.9,EOD_EXIT,2293.6,1.36,0.49
DEEPAKNTR,2026-05-05,2026-05-05 11:15:00,1765.0,1735.2,1.72,1765.0,1735.2,1809.7,56,98840.0,1668.8,2026-05-05 15:15:00,1771.0,EOD_EXIT,336.0,0.2,-0.98
DEEPAKNTR,2026-05-06,2026-05-06 11:15:00,1793.7,1767.0,1.51,1793.7,1767.0,1833.75,55,98653.5,1468.5,2026-05-06 14:15:00,1833.75,TP_HIT,2202.75,1.5,0.77
DEEPAKNTR,2026-06-22,2026-06-22 12:15:00,1657.0,1633.3,1.45,1657.0,1633.3,1692.55,60,99420.0,1422.0,2026-06-22 15:15:00,1671.7,EOD_EXIT,882.0,0.62,0.35
DELHIVERY,2026-05-06,2026-05-06 12:15:00,466.0,460.65,1.16,466.0,460.65,474.03,214,99724.0,1144.9,2026-05-06 15:15:00,470.7,EOD_EXIT,1005.8,0.88,1.06
DELHIVERY,2026-05-11,2026-05-11 13:15:00,474.7,468.35,1.36,474.7,468.35,484.22,210,99687.0,1333.5,2026-05-11 15:15:00,479.0,EOD_EXIT,903.0,0.68,-1.16
DELHIVERY,2026-06-19,2026-06-19 11:15:00,458.95,454.35,1.01,458.95,454.35,465.85,217,99592.15,998.2,2026-06-19 15:15:00,461.5,EOD_EXIT,553.35,0.55,-0.05
DELHIVERY,2026-06-22,2026-06-22 12:15:00,472.5,466.0,1.39,472.5,466.0,482.25,211,99697.5,1371.5,2026-06-22 13:15:00,482.25,TP_HIT,2057.25,1.5,1.17
DELHIVERY,2026-06-24,2026-06-24 12:15:00,477.75,470.0,1.65,477.75,470.0,489.38,209,99849.75,1619.75,2026-06-24 15:15:00,481.65,EOD_EXIT,815.1,0.5,0.0
DELHIVERY,2026-06-30,2026-06-30 12:15:00,469.5,463.55,1.28,469.5,463.55,478.42,212,99534.0,1261.4,2026-06-30 15:15:00,472.85,EOD_EXIT,710.2,0.56,0.41
DELHIVERY,2026-07-01,2026-07-01 12:15:00,477.95,470.5,1.58,477.95,470.5,489.12,209,99891.55,1557.05,2026-07-01 13:15:00,489.12,TP_HIT,2334.53,1.5,-0.02
DIVISLAB,2026-05-22,2026-05-22 13:15:00,6896.5,6802.0,1.39,6896.5,6802.0,7038.25,14,96551.0,1323.0,2026-05-22 15:15:00,6889.0,EOD_EXIT,-105.0,-0.08,0.0
DIVISLAB,2026-05-27,2026-05-27 12:15:00,6785.0,6730.5,0.81,6785.0,6730.5,6866.75,14,94990.0,763.0,2026-05-27 15:15:00,6801.5,EOD_EXIT,231.0,0.3,0.47
DIVISLAB,2026-06-02,2026-06-02 14:15:00,6551.0,6465.0,1.33,6551.0,6465.0,6680.0,15,98265.0,1290.0,2026-06-02 15:15:00,6531.5,EOD_EXIT,-292.5,-0.23,-0.66
DIVISLAB,2026-06-03,2026-06-03 12:15:00,6580.0,6460.0,1.86,6580.0,6460.0,6760.0,15,98700.0,1800.0,2026-06-03 15:15:00,6569.0,EOD_EXIT,-165.0,-0.09,-0.2
